IDs	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN15412_c0_g1	3.133945362	-0.022882677	0.223599536	0.709747802	NA
TRINITY_DN1765_c0_g1	8.495914104	-0.022894644	0.186832803	0.737706227	0.949724639
TRINITY_DN106_c0_g1	30.23848786	-0.022901177	0.138098456	0.750349047	0.950101682
TRINITY_DN843_c0_g1	23.43285781	-0.022901222	0.154663085	0.746520276	0.949724639
TRINITY_DN5006_c1_g1	32.21281619	-0.022926856	0.141879569	0.749206482	0.950101682
TRINITY_DN5479_c0_g1	6.539654396	-0.022936308	0.204434995	0.727970019	NA
TRINITY_DN2280_c0_g1	55.23299309	-0.022950088	0.1225384	0.752699196	0.95043947
TRINITY_DN6587_c0_g1	7.008162991	-0.022956164	0.198868931	0.731292077	NA
TRINITY_DN23569_c0_g1	35.64928778	-0.022966667	0.134821759	0.750406902	0.950101682
TRINITY_DN5465_c0_g1	13.29739301	-0.0229803	0.166429534	0.742961221	0.949724639
TRINITY_DN5033_c0_g1	5.187007697	-0.022993847	0.205501125	0.726584719	NA
TRINITY_DN732_c1_g1	2.320465836	-0.023002821	0.239989409	0.677966257	NA
TRINITY_DN5760_c0_g1	15.5732355	-0.023006999	0.163627273	0.743350348	0.949724639
TRINITY_DN3870_c0_g1	38.96748137	-0.023030263	0.130959973	0.750559966	0.950101682
TRINITY_DN12610_c0_g1	2.595110505	-0.023031743	0.231267842	0.696132564	NA
TRINITY_DN947_c0_g1	247.3253909	-0.023036007	0.089819975	0.738397836	0.949724639
TRINITY_DN20516_c0_g1	5.959332191	-0.023044788	0.2034559	0.727458851	NA
TRINITY_DN5571_c0_g1	26.89998816	-0.023076674	0.147034824	0.746443993	0.949724639
TRINITY_DN617_c0_g1	10.41309514	-0.023115491	0.177924467	0.738435188	0.949724639
TRINITY_DN739_c0_g1	21.4379587	-0.023123705	0.152248215	0.74474779	0.949724639
TRINITY_DN2974_c0_g1	4.503798041	-0.023129751	0.211768271	0.72003604	NA
TRINITY_DN14620_c0_g1	14.67225135	-0.023194531	0.166781132	0.740622559	0.949724639
TRINITY_DN17197_c0_g1	36.57033339	-0.023211627	0.132978957	0.748270716	0.950101682
TRINITY_DN1972_c0_g1	13.97984347	-0.023227586	0.166954124	0.740232749	0.949724639
TRINITY_DN921_c0_g1	29.01088613	-0.023233947	0.140492272	0.746343367	0.949724639
TRINITY_DN1257_c0_g1	13.23737601	-0.023246271	0.171689539	0.738827285	0.949724639
TRINITY_DN7231_c0_g1	1.835202358	-0.023263651	0.24554702	0.658981122	NA
TRINITY_DN4032_c0_g1	1.960446078	-0.023271524	0.240320456	0.673894327	NA
TRINITY_DN876_c0_g1	53.6702363	-0.023287247	0.122838181	0.74918975	0.950101682
TRINITY_DN5828_c0_g1	6.743842042	-0.023296622	0.202081679	0.725633231	NA
TRINITY_DN4677_c1_g1	7.172177165	-0.023297167	0.197724124	0.72826169	NA
TRINITY_DN5846_c0_g1	2.811330276	-0.023299969	0.231804107	0.692041831	NA
TRINITY_DN3048_c0_g1	15.26694539	-0.023302512	0.16426984	0.740096431	0.949724639
TRINITY_DN84_c4_g1	3.312628648	-0.023329154	0.221821467	0.70701455	NA
TRINITY_DN2483_c0_g1	32.66770038	-0.023335871	0.136587936	0.746191188	0.949724639
TRINITY_DN27669_c1_g1	5.015641158	-0.023338898	0.205958737	0.72248293	NA
TRINITY_DN5932_c1_g1	1.811111165	-0.023346472	0.247612667	0.650990399	NA
TRINITY_DN6413_c0_g1	2.781875093	-0.023368754	0.230132705	0.694213801	NA
TRINITY_DN4708_c0_g2	3.547831944	-0.023389208	0.222561591	0.705380009	NA
TRINITY_DN4238_c0_g1	4.361608268	-0.023398708	0.215285132	0.713697019	NA
TRINITY_DN942_c0_g1	32.93423116	-0.023416555	0.136736401	0.745323247	0.949724639
TRINITY_DN3_c1_g1	14.71470137	-0.023539305	0.164839808	0.737478599	0.949724639
TRINITY_DN3993_c0_g1	42.6101461	-0.02359181	0.130825045	0.744791401	0.949724639
TRINITY_DN11478_c0_g1	1.476799799	-0.023628956	0.248968207	0.642528212	NA
TRINITY_DN15828_c0_g1	2.135234803	-0.023636854	0.237349814	0.676738713	NA
TRINITY_DN4795_c0_g1	5.357137116	-0.023641531	0.20510788	0.719814829	NA
TRINITY_DN5698_c0_g1	14.87692818	-0.023654777	0.168207924	0.735437592	0.949724639
TRINITY_DN2703_c0_g1	13.72986576	-0.023655047	0.171132357	0.734677112	0.949724639
TRINITY_DN21_c0_g1	6.897941388	-0.023688446	0.196532158	0.724716591	NA
TRINITY_DN12547_c1_g1	24.33885759	-0.023688812	0.147751011	0.739916295	0.949724639
TRINITY_DN3766_c0_g1	15.07557764	-0.023691642	0.175169718	0.733173838	0.949432723
TRINITY_DN4796_c0_g1	16.88662606	-0.023698909	0.159849217	0.736993342	0.949724639
TRINITY_DN19500_c0_g1	2.820228527	-0.023723803	0.229493805	0.691220492	NA
TRINITY_DN653_c0_g1	2.869514949	-0.023725997	0.230022514	0.690290169	NA
TRINITY_DN7_c0_g1	10.27113032	-0.023750283	0.229306848	0.691233009	0.938887461
TRINITY_DN6469_c0_g1	4.092042106	-0.023753272	0.21986013	0.704686137	NA
TRINITY_DN7430_c0_g1	55.29711452	-0.023783243	0.12303936	0.744062529	0.949724639
TRINITY_DN3184_c0_g1	15.82642537	-0.023784587	0.163517709	0.735232111	0.949724639
TRINITY_DN435_c0_g1	6.970684107	-0.023790706	0.202461564	0.72003949	NA
TRINITY_DN13649_c0_g1	1.473187777	-0.023804465	0.249056816	0.640024905	NA
TRINITY_DN5089_c0_g1	5.951639414	-0.02381512	0.211656198	0.712598608	NA
TRINITY_DN3670_c1_g1	7.229286359	-0.023829753	0.192181889	0.725421051	NA
TRINITY_DN7026_c0_g1	3.022540691	-0.023840392	0.226051816	0.695381492	NA
TRINITY_DN166_c1_g1	5.627883119	-0.023844351	0.209530778	0.714142065	NA
TRINITY_DN1984_c7_g1	22.0378965	-0.02384901	0.169671913	0.73302759	0.949432723
TRINITY_DN732_c0_g1	10.18280132	-0.023920668	0.182733445	0.728339874	0.946571712
TRINITY_DN4426_c0_g1	76.1595906	-0.023922411	0.113867604	0.74274953	0.949724639
TRINITY_DN4722_c0_g1	64.06913988	-0.023963775	0.118690224	0.742500809	0.949724639
TRINITY_DN3747_c0_g1	9.693712668	-0.023994038	0.179863774	0.728546271	0.946596494
TRINITY_DN12688_c0_g1	14.02444865	-0.024009716	0.169361714	0.73142668	0.948546715
TRINITY_DN3299_c1_g1	7.579440191	-0.024050967	0.189581154	0.72425733	0.945612498
TRINITY_DN1556_c1_g1	29.21170963	-0.024052301	0.144869162	0.736838442	0.949724639
TRINITY_DN13219_c0_g1	1.984714664	-0.024066049	0.241941103	0.660065477	NA
TRINITY_DN814_c0_g1	29.1200895	-0.024095887	0.143992254	0.736598028	0.949724639
TRINITY_DN2992_c0_g1	46.46669131	-0.024151608	0.129674776	0.739259322	0.949724639
TRINITY_DN894_c0_g2	21.81171631	-0.02416183	0.149097337	0.734699826	0.949724639
TRINITY_DN6084_c0_g1	6.3735981	-0.024176529	0.201257028	0.716677108	NA
TRINITY_DN522_c0_g1	50.0236446	-0.024205342	0.128961915	0.73884197	0.949724639
TRINITY_DN6661_c0_g1	14.34978603	-0.024209634	0.166921672	0.729962474	0.947201355
TRINITY_DN111_c1_g1	136.4653674	-0.024221532	0.10178362	0.735852689	0.949724639
TRINITY_DN10290_c2_g1	10.17987148	-0.024268509	0.178265764	0.72617758	0.945721212
TRINITY_DN999_c0_g2	55.26297097	-0.02427107	0.123809548	0.738967056	0.949724639
TRINITY_DN6806_c0_g1	10.71133789	-0.024280153	0.175249305	0.726975242	0.945721212
TRINITY_DN961_c0_g2	35.69497118	-0.024282702	0.133088994	0.737215088	0.949724639
TRINITY_DN1861_c0_g1	20.23274372	-0.024322859	0.152420467	0.732249065	0.949243434
TRINITY_DN16233_c0_g1	1.807182913	-0.024332481	0.248244019	0.636624457	NA
TRINITY_DN5893_c0_g1	5.476392785	-0.024354613	0.205177335	0.712054685	NA
TRINITY_DN2273_c0_g1	48.36609019	-0.024374885	0.13236008	0.736425239	0.949724639
TRINITY_DN4395_c0_g1	6.155247241	-0.024449604	0.20296839	0.712607869	NA
TRINITY_DN11280_c0_g1	3.554051913	-0.024451651	0.220829338	0.695724156	NA
TRINITY_DN4713_c0_g1	1.879413171	-0.02446135	0.24269127	0.653242965	NA
TRINITY_DN5600_c0_g1	2.507479462	-0.024468786	0.237350826	0.666996249	NA
TRINITY_DN4644_c2_g1	10.80249118	-0.0244819	0.177013208	0.72433346	0.945612498
TRINITY_DN9076_c0_g1	3.745509937	-0.024489467	0.221361574	0.694626334	NA
TRINITY_DN2969_c0_g1	139.021337	-0.024493287	0.101410099	0.732795742	0.949432723
TRINITY_DN14139_c0_g1	3.321791365	-0.024529407	0.222135138	0.693173249	NA
TRINITY_DN5915_c0_g1	4.366541427	-0.024554492	0.214770009	0.701500297	NA
TRINITY_DN5531_c0_g1	3.170782244	-0.02455864	0.229043644	0.682478511	NA
TRINITY_DN779_c1_g2	11.74326718	-0.024576074	0.172201281	0.724753231	0.945612498
TRINITY_DN1598_c0_g1	63.86230461	-0.02457905	0.122638259	0.735942062	0.949724639
TRINITY_DN1994_c0_g1	56.96126091	-0.024588483	0.121817593	0.73592191	0.949724639
TRINITY_DN721_c0_g1	15.82732873	-0.02459535	0.163932334	0.726691434	0.945721212
TRINITY_DN912_c0_g1	172.9843781	-0.024628933	0.095085007	0.72666383	0.945721212
TRINITY_DN4752_c0_g1	11.92466814	-0.024637583	0.175630784	0.723126011	0.945612498
TRINITY_DN661_c0_g1	16.86908501	-0.024660244	0.163880633	0.726030817	0.945721212
TRINITY_DN1930_c0_g1	38.00141468	-0.024671277	0.131281608	0.733613561	0.949717886
TRINITY_DN5379_c0_g1	4.459725358	-0.024727506	0.210427514	0.703770471	NA
TRINITY_DN3095_c0_g1	6.443071173	-0.024736254	0.196884084	0.713345983	NA
TRINITY_DN2783_c0_g1	82.11592873	-0.024736436	0.121295905	0.734450411	0.949724639
TRINITY_DN331_c0_g2	20.4606304	-0.024738545	0.152183336	0.7280119	0.946514983
TRINITY_DN8102_c0_g1	5.114407499	-0.024765634	0.206957872	0.706270276	NA
TRINITY_DN5926_c0_g1	15.99285057	-0.024782732	0.164810841	0.7245314	0.945612498
TRINITY_DN6548_c0_g1	1.938220605	-0.024833257	0.242971871	0.648032177	NA
TRINITY_DN5700_c0_g1	6.268463788	-0.024897915	0.197390306	0.711342561	NA
TRINITY_DN26749_c0_g1	2.123940809	-0.02489833	0.238760168	0.658633671	NA
TRINITY_DN4216_c0_g1	16.43036524	-0.024918036	0.163472627	0.723460003	0.945612498
TRINITY_DN9711_c0_g1	1.363138373	-0.024960983	0.253823339	0.605164923	NA
TRINITY_DN7470_c0_g1	11.52302941	-0.024965696	0.178453653	0.718826752	0.945020758
TRINITY_DN753_c1_g1	9.629625935	-0.024983551	0.179394033	0.718333229	0.94484386
TRINITY_DN12085_c1_g1	6.493395049	-0.025056107	0.198698334	0.708894175	NA
TRINITY_DN9833_c0_g1	6.950687846	-0.025065285	0.198198989	0.709095924	NA
TRINITY_DN4027_c0_g1	3.092136053	-0.025075023	0.224693043	0.683554074	NA
TRINITY_DN2251_c0_g1	143.3161151	-0.025079945	0.0984915	0.724714495	0.945612498
TRINITY_DN69_c0_g1	46.33521366	-0.025086808	0.127094877	0.730152164	0.947262882
TRINITY_DN4451_c0_g1	6.53502349	-0.025117642	0.204171173	0.704612991	NA
TRINITY_DN8282_c0_g1	1.372571034	-0.025126389	0.251300552	0.614794305	NA
TRINITY_DN3990_c0_g1	18.23775552	-0.025133621	0.157738615	0.722617764	0.945612498
TRINITY_DN3345_c0_g1	4.336815253	-0.025154124	0.217435044	0.692072963	NA
TRINITY_DN5290_c1_g1	6.079143299	-0.025162836	0.202152086	0.705549066	NA
TRINITY_DN1565_c0_g1	33.56487682	-0.025173787	0.138806142	0.726772045	0.945721212
TRINITY_DN1714_c0_g1	7.507877447	-0.025189464	0.193016303	0.710617861	0.942451582
TRINITY_DN5287_c2_g1	6.338270014	-0.025211677	0.202323448	0.704913122	NA
TRINITY_DN5452_c0_g1	6.278602771	-0.025229029	0.201150689	0.705514948	NA
TRINITY_DN4373_c0_g1	5.027954873	-0.025245032	0.210582881	0.698049268	NA
TRINITY_DN3576_c0_g1	11.39741705	-0.025268225	0.175993417	0.716450999	0.944632189
TRINITY_DN10512_c0_g1	24.33169086	-0.025273849	0.159816704	0.720674183	0.945467726
TRINITY_DN7996_c0_g1	87.97217794	-0.025290088	0.11123685	0.72830248	0.946571712
TRINITY_DN10125_c0_g1	97.98313579	-0.025320589	0.109557662	0.727608094	0.946174744
TRINITY_DN1316_c3_g1	10.06684595	-0.025355194	0.179630578	0.714384065	0.943303742
TRINITY_DN1172_c0_g1	7.702791347	-0.025358344	0.189983756	0.710297836	0.942451582
TRINITY_DN864_c0_g1	5.176690962	-0.025366604	0.212173377	0.695263729	NA
TRINITY_DN6041_c0_g1	54.98564312	-0.025396126	0.12823418	0.726802668	0.945721212
TRINITY_DN16046_c0_g1	1.434085094	-0.025399728	0.251261253	0.611685859	NA
TRINITY_DN735_c0_g1	18.71589123	-0.02542191	0.156434456	0.719963272	0.945093743
TRINITY_DN5696_c0_g1	4.884488315	-0.025459791	0.211883305	0.694537054	NA
TRINITY_DN19283_c0_g1	1.663639016	-0.02547193	0.247268333	0.626550768	NA
TRINITY_DN2854_c0_g1	20.88245872	-0.025474708	0.152380707	0.720394338	0.945331936
TRINITY_DN18374_c0_g1	4.132890819	-0.025486052	0.218396434	0.687341761	NA
TRINITY_DN2098_c3_g1	7.043099541	-0.025507579	0.19409483	0.706721325	NA
TRINITY_DN1118_c3_g1	68.59463222	-0.025509377	0.118637856	0.726685759	0.945721212
TRINITY_DN4350_c0_g2	1.707527839	-0.025530479	0.245081994	0.633324929	NA
TRINITY_DN10482_c1_g1	4.827997927	-0.025536715	0.212661693	0.692961983	NA
TRINITY_DN2427_c1_g1	2.279145697	-0.025539643	0.236064558	0.657627084	NA
TRINITY_DN1592_c0_g1	23.78889241	-0.025554328	0.147180815	0.720839627	0.945491892
TRINITY_DN597_c0_g1	33.97435105	-0.025557997	0.138439937	0.722936985	0.945612498
TRINITY_DN676_c0_g1	9.240844413	-0.025578277	0.183254755	0.710782044	0.942451582
TRINITY_DN12542_c0_g1	3.108363646	-0.025578313	0.229070774	0.670990003	NA
TRINITY_DN2390_c0_g2	2.593866297	-0.025597554	0.234395854	0.660601249	NA
TRINITY_DN5115_c0_g1	28.44728364	-0.025601456	0.142279349	0.721559484	0.945511325
TRINITY_DN2490_c0_g2	4.405326968	-0.02563373	0.213323546	0.691265852	NA
TRINITY_DN357_c1_g1	18.66785858	-0.025640424	0.156377554	0.717733422	0.94484386
TRINITY_DN148_c4_g1	2.326827936	-0.025644118	0.241436264	0.642982849	NA
TRINITY_DN387_c0_g2	1.89190266	-0.025672559	0.243403001	0.636939328	NA
TRINITY_DN10150_c0_g1	4.58179984	-0.025700442	0.215058515	0.688762322	NA
TRINITY_DN3668_c0_g1	8.014311089	-0.025719967	0.194330985	0.704369203	0.940288385
TRINITY_DN2835_c0_g1	13.66041443	-0.025721415	0.168277915	0.713943958	0.943303742
TRINITY_DN98_c3_g1	6.582662694	-0.025740858	0.198654788	0.701688621	NA
TRINITY_DN13102_c0_g1	37.67365341	-0.025765982	0.136267047	0.721335521	0.945491892
TRINITY_DN1350_c1_g1	6.473646932	-0.025771286	0.198107249	0.701700191	NA
TRINITY_DN160_c1_g1	8.785827896	-0.025793167	0.183501466	0.708456523	0.941859333
TRINITY_DN1950_c0_g1	281.7058151	-0.025799238	0.092153828	0.711216252	0.94271015
TRINITY_DN6459_c0_g1	11.16893026	-0.025820274	0.177653488	0.710210406	0.942451582
TRINITY_DN1536_c1_g2	7.938638914	-0.025830076	0.191038819	0.70487269	0.940288385
TRINITY_DN10552_c0_g1	39.97453742	-0.02583539	0.134002091	0.721151748	0.945491892
TRINITY_DN2128_c0_g1	76.32872921	-0.025855849	0.121392928	0.72303371	0.945612498
TRINITY_DN10410_c0_g1	8.663397793	-0.02585599	0.196104952	0.701974979	0.940288385
TRINITY_DN151_c0_g1	28.26331513	-0.02588339	0.140768471	0.719056047	0.945020758
TRINITY_DN3746_c0_g1	3.963956643	-0.025899772	0.221696708	0.678682979	NA
TRINITY_DN8952_c0_g1	1.398955534	-0.025908227	0.250318346	0.609648836	NA
TRINITY_DN17497_c0_g1	2.433060118	-0.02590833	0.236233491	0.65306914	NA
TRINITY_DN2347_c0_g1	31.28116742	-0.02590938	0.145107251	0.717723047	0.94484386
TRINITY_DN16575_c0_g1	18.06945797	-0.025909541	0.158400046	0.714486063	0.943303742
TRINITY_DN5057_c0_g1	10.76578509	-0.025919434	0.178440294	0.70892953	0.941859333
TRINITY_DN174_c1_g1	83.73557302	-0.02594874	0.114137754	0.722013127	0.945612498
TRINITY_DN17288_c0_g1	4.185324823	-0.025963363	0.215619028	0.685330136	NA
TRINITY_DN5822_c0_g1	2.856377563	-0.026006596	0.230016902	0.664561406	NA
TRINITY_DN1672_c0_g1	20.76922287	-0.026039933	0.153213725	0.714408253	0.943303742
TRINITY_DN238_c0_g1	27.00327743	-0.026057191	0.143749215	0.716552671	0.944632189
TRINITY_DN4571_c1_g1	1767.968274	-0.026062652	0.082791132	0.694802068	0.938887461
TRINITY_DN2137_c0_g1	46.37091068	-0.026071563	0.129191209	0.71976224	0.945093743
TRINITY_DN1006_c0_g1	6.645131467	-0.026087243	0.195207629	0.700053432	NA
TRINITY_DN27495_c1_g1	6445.715121	-0.026151198	0.059917711	0.626395994	0.919036133
TRINITY_DN9210_c0_g1	2.986483098	-0.026169263	0.229206881	0.664201816	NA
TRINITY_DN10055_c0_g1	2.134078129	-0.026190761	0.243379968	0.631034082	NA
TRINITY_DN20225_c0_g1	2.347388843	-0.026195699	0.237075888	0.647878518	NA
TRINITY_DN3010_c0_g1	2.974829225	-0.026197859	0.229090756	0.664089585	NA
TRINITY_DN317_c0_g3	19.6529265	-0.026214926	0.157139626	0.711668319	0.94294282
TRINITY_DN1787_c7_g1	13.63819493	-0.026231597	0.168061714	0.708756653	0.941859333
TRINITY_DN3617_c0_g1	12.46647409	-0.026244955	0.172334834	0.707443333	0.941615706
TRINITY_DN5024_c0_g1	9.78312125	-0.026246402	0.187041051	0.702340466	0.940288385
TRINITY_DN4538_c0_g1	1.433802554	-0.026273534	0.250237824	0.605702005	NA
TRINITY_DN23600_c0_g1	27.1710245	-0.026309406	0.14477991	0.713732507	0.943303742
TRINITY_DN9181_c0_g1	25.83982894	-0.026320173	0.144100844	0.713791487	0.943303742
TRINITY_DN1131_c0_g1	39.70643827	-0.02632741	0.132269462	0.716542616	0.944632189
TRINITY_DN3148_c0_g1	61.45616865	-0.026338319	0.119623741	0.718237165	0.94484386
TRINITY_DN9910_c1_g1	600.2516706	-0.026341383	0.080118771	0.686575436	0.938263393
TRINITY_DN1382_c0_g1	6.970958096	-0.026341867	0.202109166	0.693122654	NA
TRINITY_DN4956_c0_g2	1.771728652	-0.026351452	0.246185881	0.620103521	NA
TRINITY_DN9439_c0_g1	22.99384947	-0.026356178	0.149308932	0.712138	0.943002149
TRINITY_DN4398_c0_g1	22.86456625	-0.0264142	0.148201386	0.711820749	0.942957133
TRINITY_DN384_c0_g1	5.850947354	-0.026444715	0.203753136	0.690870317	NA
TRINITY_DN3669_c0_g1	6.49488192	-0.02647627	0.205846782	0.688946918	NA
TRINITY_DN9972_c0_g1	2.373340322	-0.026524868	0.237149744	0.644007111	NA
TRINITY_DN9767_c0_g1	1.434277981	-0.026527857	0.254260356	0.58429006	NA
TRINITY_DN17419_c1_g1	5.319440163	-0.026560915	0.209054277	0.685385463	NA
TRINITY_DN9842_c0_g1	7.948148529	-0.026565933	0.191257619	0.697114788	0.938887461
TRINITY_DN4056_c0_g2	10.06688934	-0.026566509	0.179296648	0.70197265	0.940288385
TRINITY_DN183_c2_g1	13.06095447	-0.026574472	0.169715749	0.704797826	0.940288385
TRINITY_DN3785_c1_g1	2.880947166	-0.026581119	0.237876993	0.641625191	NA
TRINITY_DN7352_c0_g1	2.934296457	-0.026597409	0.227826252	0.661869328	NA
TRINITY_DN4776_c0_g1	1.669784601	-0.026600647	0.249731351	0.603979731	NA
TRINITY_DN7991_c0_g1	26.29769749	-0.026602884	0.144853935	0.710734989	0.942451582
TRINITY_DN13991_c0_g1	29.47025892	-0.026627912	0.143280587	0.710872912	0.942451582
TRINITY_DN9260_c0_g1	27.34919399	-0.026647193	0.149993895	0.709011562	0.941859333
TRINITY_DN7605_c0_g1	1.425619863	-0.026649472	0.250447071	0.600463797	NA
TRINITY_DN12622_c0_g1	3.356545833	-0.02665263	0.227940724	0.661073344	NA
TRINITY_DN97_c1_g2	3.548231274	-0.026654212	0.220518653	0.672071939	NA
TRINITY_DN3601_c0_g1	11.14421646	-0.026663753	0.175551078	0.702188098	0.940288385
TRINITY_DN2954_c0_g1	5.386972352	-0.026696812	0.209034224	0.683968764	NA
TRINITY_DN4915_c0_g1	4.270074192	-0.026755864	0.21378816	0.678804682	NA
TRINITY_DN11282_c0_g2	2.663713529	-0.02677426	0.231453873	0.65341317	NA
TRINITY_DN1508_c0_g1	1.491212344	-0.026776926	0.251240785	0.595596286	NA
TRINITY_DN2488_c0_g1	15.49218904	-0.026808413	0.162929035	0.704185582	0.940288385
TRINITY_DN7940_c0_g1	5.236730094	-0.02683528	0.205443866	0.685492061	NA
TRINITY_DN1252_c0_g1	26.28623724	-0.026867739	0.144789448	0.708068131	0.941615706
TRINITY_DN4093_c1_g2	2.304884758	-0.026881979	0.237467183	0.639259639	NA
TRINITY_DN2632_c1_g1	2.519529979	-0.026923031	0.236804587	0.640382518	NA
TRINITY_DN1852_c1_g1	1.807417907	-0.026961398	0.250513307	0.59659259	NA
TRINITY_DN269_c0_g1	7.543090418	-0.026974048	0.190581181	0.693222507	0.938887461
TRINITY_DN1651_c0_g1	7.831827016	-0.027003326	0.190852124	0.692790092	0.938887461
TRINITY_DN344_c2_g1	2.941517479	-0.027036091	0.234047349	0.645295767	NA
TRINITY_DN4240_c0_g1	12.29947546	-0.027079863	0.176018887	0.697783759	0.938887461
TRINITY_DN5106_c0_g1	2.505769833	-0.027081044	0.238271408	0.635070712	NA
TRINITY_DN29584_c0_g1	4.993957079	-0.027084468	0.210384459	0.678667034	NA
TRINITY_DN1795_c0_g1	4.985737835	-0.027124595	0.208210937	0.680188419	NA
TRINITY_DN3402_c0_g1	11.38730847	-0.027177404	0.173773073	0.697477945	0.938887461
TRINITY_DN3615_c0_g2	11.65141705	-0.027208287	0.174532146	0.696933719	0.938887461
TRINITY_DN4991_c0_g1	10.7404792	-0.027225745	0.177553134	0.695801007	0.938887461
TRINITY_DN4308_c0_g2	3.505048371	-0.02724331	0.222146858	0.663566253	NA
TRINITY_DN230_c0_g1	27.31265931	-0.027251123	0.142996732	0.704643686	0.940288385
TRINITY_DN4586_c0_g1	4.692569366	-0.027309005	0.212738234	0.67403104	NA
TRINITY_DN9093_c0_g1	15.02440927	-0.027335612	0.16655241	0.697890364	0.938887461
TRINITY_DN2711_c0_g1	7.723068735	-0.027375279	0.195681267	0.686417853	0.938262145
TRINITY_DN33874_c1_g1	89.23101067	-0.027383879	0.116626812	0.707656738	0.941615706
TRINITY_DN3111_c0_g1	4.883847383	-0.027403717	0.211564397	0.674195489	NA
TRINITY_DN268_c0_g1	53.36661791	-0.027410151	0.124084726	0.707059056	0.941519839
TRINITY_DN3826_c0_g1	6.205607207	-0.027433445	0.20093051	0.682550552	NA
TRINITY_DN1170_c0_g1	102.7928294	-0.027437581	0.105254752	0.704387144	0.940288385
TRINITY_DN4993_c0_g1	30.84298992	-0.027440877	0.142299249	0.702906442	0.940288385
TRINITY_DN6848_c1_g1	22.88307639	-0.02749659	0.15372222	0.699490964	0.939390539
TRINITY_DN1375_c0_g1	16.87632488	-0.027517904	0.159505111	0.697842896	0.938887461
TRINITY_DN14579_c0_g1	8.305775905	-0.027522135	0.190580685	0.687585858	0.938589739
TRINITY_DN3206_c3_g1	12.69075016	-0.027532748	0.173521776	0.693936365	0.938887461
TRINITY_DN34083_c0_g1	1.412010101	-0.027543137	0.251628325	0.585126103	NA
TRINITY_DN2153_c0_g1	18.62822344	-0.027549338	0.156810324	0.698194404	0.938917055
TRINITY_DN3009_c2_g1	11.64738183	-0.027554086	0.17369688	0.69366702	0.938887461
TRINITY_DN4780_c0_g1	10.4154432	-0.027577606	0.181143501	0.690973597	0.938887461
TRINITY_DN5655_c0_g1	4.600776246	-0.027583372	0.211754698	0.672127262	NA
TRINITY_DN6158_c0_g1	34.70506521	-0.027605181	0.137916122	0.702342597	0.940288385
TRINITY_DN2624_c0_g1	162.3798549	-0.027607784	0.098597674	0.69843409	0.939049712
TRINITY_DN1617_c0_g1	9.286357091	-0.027661792	0.184949952	0.688653481	0.938887461
TRINITY_DN1120_c0_g3	3.151189625	-0.027666796	0.227158344	0.651404467	NA
TRINITY_DN11021_c0_g1	38.97759101	-0.027667816	0.132382129	0.70300562	0.940288385
TRINITY_DN4843_c0_g1	10.1530247	-0.02767259	0.192054562	0.685312786	0.93790024
